Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
J;Hill, ML;;;;Hill, Marc Lamont;;;Wounded Healing: Forming a Storytelling Community in Hip-Hop Lit;TEACHERS COLLEGE RECORD;;;;;;;;;;;;Background/Context: Over the past 5 years, there has been a growing body of scholarship that examines the intersections of hip-hop culture and classroom pedagogy. Although recent scholarship has persuasively demonstrated the classroom potential of hip-hop texts for promoting student engagement, scaffolding sanctioned forms of knowledge, and nurturing critical consciousness and activism, little work has been done to unpack the complex relations of power that emerge in such classrooms. In particular, we know very little about the ways in which students and teachers are (re) positioned within classrooms that engage in hip-hop-centered pedagogy. This article contributes to the current literature in hip-hop based education, culturally relevant pedagogy, and critical pedagogy by examining the some of the issues and tensions that emerge when teachers engage in hip-hop-centered classroom pedagogy. Purpose/Objective/Research Question/Focus of Study: This study details how the articulation of personal narratives within Hip-Hop Lit, a hip-hop-centered high school English literature course, produced a practice of wounded healing, in which people bearing the scars of suffering shared their stories in ways that provided a form of release and relief for themselves and others. This article highlights the complex relationships that students forged with the course's hip-hop texts, many of which resonated with their own lived experiences. I then illustrate how these relationships enabled the classroom discussions and interactions from which the practices of wounded healing emerged. Finally, I highlight some of the dilemmas and tensions that emerged as my coteacher and I attempted to privilege the stories and experiences of our students and ourselves within the classroom. Setting: Data for this study were collected at Howard High School, a small comprehensive urban high school in the northeastern United States. Research Design: Data for this 1-year ethnography were collected using field notes, formal and informal interviews, document analysis, and video data. Conclusions/Recommendations: This article shows how Hip-Hop Lit operated as a space in which members offered and responded to various types of individual and group narratives through the practice of wounded healing. Through this practice, students were able to recognize the commonality of their experiences, challenge various ideologies, and produce new knowledge. In doing this, the members of the class forged a cohesive community replete with multiple roles and relations of power. This article points to the need for critically interrogating the ostensible virtues of hip-hop-based education, as well as critical and culturally relevant pedagogies more broadly. This article also underscores the need for more ethnographic research that unpacks the complexities, contours, and contradictions of curricula, and pedagogy that responds to the lived experiences of students.;;;;;;;;;;;;;;;;;;;0161-4681;1467-9620;;;;;2009;111;1;;;;;248;293;;;;;;;;;;;;;;;;WOS:000269711000009;View Full Record in Web of Science
J;Palmer, DK;;;;Palmer, Deborah K.;;;Middle-Class English Speakers in a Two-Way Immersion Bilingual Classroom: Everybody Should Be Listening to Jonathan Right Now ... ;TESOL QUARTERLY;;;;;;;;;;;;Two-way bilingual immersion education, offered in a fast-growing number of primary schools in the United States, provides primary language maintenance to minority language speakers while Simultaneously offering an enrichment foreign language immersion experience to English-speaking children in the same classroom, generally with the same teacher. This fusion of two different groups of children, two different sets of expectations, is controversial: Is it possible to accomplish both goals at once, or will teacher and program inevitably end up serving the needs of dominant English-speaking children first? The equation is further complicated when the English speakers in a program come from mainly highly educated middle-class families, and the Spanish speakers come from mainly working-class immigrant families, as is the case in many of these programs. Drawing on audio and video data from a yearlong Study in a second-grade two-way classroom that shares this class gap between language groups, and using a methodology that fuses ethnography and discourse analysis, this article explores the ways English-speaking children can impact classroom conversational dynamics.;;;;;Palmer, Deborah/ADZ-2167-2022;Palmer, Deborah/0000-0003-4547-1589;;;;;;;;;;;;;0039-8322;1545-7249;;;;JUN;2009;43;2;;;;;177;202;;;;;;;;;;;;;;;;WOS:000268517400001;View Full Record in Web of Science
J;Scherr, RE;;;;Scherr, Rachel E.;;;Video analysis for insight and coding: Examples from tutorials in introductory physics;PHYSICAL REVIEW SPECIAL TOPICS-PHYSICS EDUCATION RESEARCH;;;;;;;;;;;;The increasing ease of video recording offers new opportunities to create richly detailed records of classroom activities. These recordings, in turn, call for research methodologies that balance generalizability with interpretive validity. This paper shares methodology for two practices of video analysis: (1) gaining insight into specific brief classroom episodes and (2) developing and applying a systematic observational protocol for a relatively large corpus of video data. These two aspects of analytic practice are illustrated in the context of a particular research interest but are intended to serve as general suggestions.;;;;;Scherr, Rachel/AAP-2816-2021;Scherr, Rachel/0000-0002-0962-6582;;;;;;;;;;;;;1554-9178;;;;;JUL-DEC;2009;5;2;;;;;;;20106;10.1103/PhysRevSTPER.5.020106;http://dx.doi.org/10.1103/PhysRevSTPER.5.020106;;;;;;;;;;;;;WOS:000273564900006;View Full Record in Web of Science
J;"Myhill, D; Jones, S";;;;"Myhill, Debra; Jones, Susan";;;HOW TALK BECOMES TEXT: INVESTIGATING THE CONCEPT OF ORAL REHEARSAL IN EARLY YEARS' CLASSROOMS;BRITISH JOURNAL OF EDUCATIONAL STUDIES;;;;;;;;;;;;"The principle that emergent writing is supported by talk, and that an appropriate pedagogy for writing should include planned opportunities for talk is well researched and well understood. However, the process by which talk becomes text is less clear. The term 'oral rehearsal' is now commonplace in English classrooms and curriculum policy documents, yet as a concept it is not well theorised. Indeed, there is relatively little reference to the concept of oral rehearsal in the international literature, and what references do exist propose differing interpretations of the concept. At its most liberal, the term is used loosely as a synonym for talk; more precise definitions frame oral rehearsal, for example, as a strategy for reducing cognitive load during writing; for post-hoc reviewing of text; for helping writers to 'hear' their own writing; or for practising sentences aloud as a preliminary to writing them down. Drawing on a systematic review of the literature and video data from an empirical study, the paper will offer a theoretical conceptualisation of oral rehearsal, drawing on existing understanding of writing processes and will illustrate the ways in which young writers use oral rehearsal before and during writing.";;;;;;Myhill, Debra/0000-0002-3207-3859;;;;;;;;;;;;;0007-1005;;;;;SEP;2009;57;3;;;;;265;284;;10.1111/j.1467-8527.2009.00438.x;http://dx.doi.org/10.1111/j.1467-8527.2009.00438.x;;;;;;;;;;;;;WOS:000269137500003;View Full Record in Web of Science
J;Vallotton, CD;;;;Vallotton, Claire D.;;;Do infants influence their quality of care? Infants' communicative gestures predict caregivers' responsiveness;INFANT BEHAVIOR & DEVELOPMENT;;;;;;;;;;;;"Infants' effects on adults are a little studied but important aspect of development. What do infants do that increases caregiver responsiveness in childcare environments? Infants' communicative behaviors (i.e. smiling, crying) affect mothers' responsiveness; and preschool children's language abilities affect teachers' responses in the classroom setting. However, the effects of infants' intentional communications on either parents' or non-parental caregivers' responsiveness have not been examined. Using longitudinal video data from an infant classroom where infant signing was used along with conventional gestures (i.e. pointing), this study examines whether infants' use of gestures and signs elicited greater responsiveness from caregivers during daily interactions. Controlling child age and individual child effects, infants' gestures and signs used specifically to respond to caregivers elicited more responsiveness from caregivers during routine interactions. Understanding the effects of infants' behaviors on caregivers is critical for helping caregivers understand and improve their own behavior towards children in their care. (C) 2009 Elsevier Inc. All rights reserved.";;;;;;;;;;;;;;;;;;;0163-6383;1879-0453;;;;DEC;2009;32;4;;;;;351;365;;10.1016/j.infbeh.2009.06.001;http://dx.doi.org/10.1016/j.infbeh.2009.06.001;;;;;;;;19560826;;;;;WOS:000272472900001;View Full Record in Web of Science
J;"Fleck, R; Fitzpatrick, G";;;;"Fleck, Rowanne; Fitzpatrick, Geraldine";;;Teachers' and tutors' social reflection around SenseCam images;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES;;;;;;;;;;;;As photographic technologies continue to develop, so too do the social practices surrounding their use. The focus of this paper is on the social practices surrounding images captured from a new photographic device-SenseCam-which, rather than capturing individual images when triggered by the user, automatically captures a series of images. This paper is concerned with the use of SenseCam digital images in social contexts where there is a professional purpose-supporting the collaborative reflective practices of school teachers and university tutors as part of their professional development. Analysis of video data collected from 16 in-situ case studies of reflective discussions shows evidence that reflection took place as defined in the literature. Further the phototalk around SenseCam images was found to benefit reflection in these social situations through promotion of a rich shared understanding of the lesson context: supporting return to the experience, sharing of background context, grounding conversations, illustrating and providing evidence, and allowing people to see more. The paper concludes with a discussion on how different features of SenseCam images, such as variable quality, lack of audio and incompleteness, helped in this reflection or not. Finally implications from this work and participant's comments are used to suggest ways in which SenseCam may be used in the future in teachers' and tutors' social reflection. (C) 2009 Elsevier Ltd. All rights reserved.;;;;;;Fitzpatrick, Geraldine/0000-0002-2013-2188;;;;;;;;;;;;;1071-5819;;;;;DEC;2009;67;12;;;;;1024;1036;;10.1016/j.ijhcs.2009.09.004;http://dx.doi.org/10.1016/j.ijhcs.2009.09.004;;;;;;;;;;;;;WOS:000272111600003;View Full Record in Web of Science
J;"Santagata, R; Kersting, N; Givvin, KB; Stigler, JW";;;;"Santagata, Rossella; Kersting, Nicole; Givvin, Karen B.; Stigler, James W.";;;Problem Implementation as a Lever for Change: An Experimental Study of the Effects of a Professional Development Program on Students' Mathematics Learning;JOURNAL OF RESEARCH ON EDUCATIONAL EFFECTIVENESS;;;;;;;;;;;;This study investigates, through an experimental design, the effectiveness of a professional development program on teacher knowledge and practices and on student learning. The program consisted of a series of video-based modules designed to respond to needs of U. S. teachers, as highlighted by findings from the 1999 Third International Mathematics and Science Video Study. Sixty-four 6th-grade teachers from five low-performing inner-city schools participated in the study and were randomly assigned to treatment and control groups. Measures included fidelity of implementation, teacher knowledge and practice, and student mathematics learning. The program did not impact significantly teacher knowledge or practices as measured in the study. An effect was found on mathematics learning for students whose teachers reached a certain level of mathematics content knowledge. Discussion of findings includes lessons learned about conducting and studying professional development, particularly in low-performing schools.;;;;;"GAMBOA, THOMAS/A-4646-2011; Santagata, Rossella/K-4105-2019";Santagata, Rossella/0000-0003-1499-8556;;;;;;;;;;;;;1934-5747;1934-5739;;;;;2010;4;1;;;;;1;24;;10.1080/19345747.2010.498562;http://dx.doi.org/10.1080/19345747.2010.498562;;;;;;;;;;;;;WOS:000208762500001;View Full Record in Web of Science
J;"Furtak, EM; Alonzo, AC";;;;"Furtak, Erin Marie; Alonzo, Alicia C.";;;The Role of Content in Inquiry-Based Elementary Science Lessons: An Analysis of Teacher Beliefs and Enactment;RESEARCH IN SCIENCE EDUCATION;;;;;;;;;;;;"The Trends in International Mathematics and Science Study (TIMSS) Video Study explored instructional practices in the United States (US) in comparison with other countries that ranked higher on the 1999 TIMSS assessment, and revealed that 8(th) grade science teachers in the US emphasize activities over content during lessons (Roth et al. 2006). This study applies the content framework from the TIMSS Video Study to a sample of 28 3(rd) grade teachers enacting an inquiry-based unit on floating and sinking, and seeks a deeper understanding of teachers' practices through analysis of interviews with those teachers. Transcripts of observed lessons were coded according to the TIMSS framework for types of content, and transcripts of teacher interviews were coded to capture the ways in which teachers described their role in and purposes for teaching science, particularly with respect to the floating and sinking unit. Results indicate that teachers focused more on canonical, procedural and experimental knowledge during lessons than on real-world connections and the nature of science; however, none of the types of content received major emphasis in a majority of the classrooms in the sample. During interviews, teachers described their practice in ways that prioritized helping students to like science over specific content outcomes. The study suggests that elementary school teachers' emphasis on doing and feeling during inquiry-based lessons may interfere with teaching of content.";;;;;;;;;;;;;;;;;;;0157-244X;1573-1898;;;;MAY;2010;40;3;;;;;425;449;;10.1007/s11165-009-9128-y;http://dx.doi.org/10.1007/s11165-009-9128-y;;;;;;;;;;;;;WOS:000275989600007;View Full Record in Web of Science
J;Kotsopoulos, D;;;;Kotsopoulos, Donna;;;AN ANALYSIS OF TALKING ALOUD DURING PEER COLLABORATIONS IN MATHEMATICS;INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION;;;;;;;;;;;;"Utilizing video study methodology where participants, as well as the researcher, analyzed their own video data, this research examined the nature of students talking aloud during peer collaborations in mathematics. The findings suggest that students engage in three types of talking aloud: (1) clarification of thinking (i.e. spontaneous utterances related to the mathematical task); (2) expressions of confusion (i.e. I don't understand!), with the explicit intent of eliciting support from peers; or (3) a combination of (1) and (2). The findings also show that students do not perceive other students' talking aloud as an inter-communicative gesture. This research highlights the importance emphasizing to students that talking aloud during peer collaborations should be viewed as a potential antecedent to communicative interaction and the importance of teaching students how to listen to one another.";;;;;;Kotsopoulos, Donna/0000-0002-0497-2064;;;;;;;;;;;;;1571-0068;1573-1774;;;;DEC;2010;8;6;;;;;1049;1070;;10.1007/s10763-010-9221-8;http://dx.doi.org/10.1007/s10763-010-9221-8;;;;;;;;;;;;;WOS:000292149200005;View Full Record in Web of Science
J;Snell, J;;;;Snell, Julia;;;Interrogating video data: systematic quantitative analysis versus micro-ethnographic analysis;INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY;;;;;;;;;;;;This paper demonstrates how systematic observation software, such as The Observer XT, can be used to organise and manage large video corpora, assist in case selection, and facilitate comparability and cross referencing with a corpus. While this software has conventionally been used to produce quantitative results that can be subjected to statistical analyses, it will be argued that it can also assist in complementary qualitative analyses. Drawing upon data from a recent study of classroom discourse, the paper shows how a combination of systematic quantitative analysis and micro-ethnographic analysis can lead to a productive cycle of generating and testing hypotheses, maintaining qualitative and ethnographic insight while producing findings of a more generalisable kind.;;;;;;;;;;;;;;;;;;;1364-5579;;;;;;2011;14;3;;;SI;;253;258;PII 937489088;10.1080/13645579.2011.563624;http://dx.doi.org/10.1080/13645579.2011.563624;;;;;;;;;;;;;WOS:000290689200008;View Full Record in Web of Science
J;"Bruce, CD; McPherson, R; Sabeti, FM; Flynn, T";;;;"Bruce, Catherine D.; McPherson, Richard; Sabeti, Farhad Mordy; Flynn, Tara";;;REVEALING SIGNIFICANT LEARNING MOMENTS WITH INTERACTIVE WHITEBOARDS IN MATHEMATICS;JOURNAL OF EDUCATIONAL COMPUTING RESEARCH;;;;;;;;;;;;"The aim of this study was to identify when and how the interactive whiteboard (IWB) functioned as a productive tool that impacted student learning in mathematics. Using video data, field notes, and interview transcripts from I school year in two optimal case study classrooms, we were able to examine the unique opportunities afforded by the size of the IWB screen, the manipulation of virtual objects onscreen, and related communication using gestures. We: (i) established criteria for defining significant learning moments; (ii) assessed these significant learning moments to determine how the interactive whiteboard was supporting the learning; and (iii) isolated the use of gesture during IWB use to magnify the grain size of our analysis and understanding. The data fell into three types of IWB use: productive (89%), reproductive (2%), and problematic (9%). The study recommends that in order to best support student learning, professional development for teachers should emphasize direct and active student use of the IWB to engage students in inquiry of mathematics.";;;;;;;;;;;;;;;;;;;0735-6331;;;;;;2011;45;4;;;;;433;454;;10.2190/EC.45.4.d;http://dx.doi.org/10.2190/EC.45.4.d;;;;;;;;;;;;;WOS:000303073000004;View Full Record in Web of Science
J;Filliettaz, L;;;;Filliettaz, Laurent;;;Asking questions ... getting answers A sociopragmatic approach to vocational training interaction;PRAGMATICS AND SOCIETY;;;;;;;;;;;;Adopting a sociopragmatic and interactional perspective, the paper proposes to investigate how apprentices engage in questioning practices and how trainers respond to these questions. A detailed empirical analysis of audio/video data collected in the context of Swiss training companies establishes that answers provided by trainers in response to questions do not constitute the dominant form of questioning work observed. Alternative interactional patterns that stress the tensions connected with questioning in the workplace context and the complexity of the social practices associated with workplace learning are identified and described. These findings illuminate the challenges faced by apprentices when joining the workplace and underscore the importance of a sociopragmatic perspective in addressing social issues related to initial vocational education.;;;;;;;;;;;;;;;;;;;1878-9714;1878-9722;;;;;2011;2;2;;;SI;;234;259;;10.1075/ps.2.2.06fil;http://dx.doi.org/10.1075/ps.2.2.06fil;;;;;;;;;;;;;WOS:000208782500006;View Full Record in Web of Science
J;"Kim, M; Roth, WM; Thom, J";;;;"Kim, Mijung; Roth, Wolff-Michael; Thom, Jennifer";;;CHILDREN'S GESTURES AND THE EMBODIED KNOWLEDGE OF GEOMETRY;INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION;;;;;;;;;;;;There is mounting research evidence that contests the metaphysical perspective of knowing as mental process detached from the physical world. Yet education, especially in its teaching and learning practices, continues to treat knowledge as something that is necessarily and solely expressed in ideal verbal form. This study is part of a funded project that investigates the role of the body in knowing and learning mathematics. Based on a 3-week (15 1-h lessons) video study of 1-s grade mathematics classroom (N = 24), we identify 4 claims: (a) gestures support children's thinking and knowing, (b) gestures co-emerge with peers' gestures in interactive situations, (c) gestures cope with the abstractness of concepts, and (d) children's bodies exhibit geometrical knowledge. We conclude that children think and learn through their bodies. Our study suggests to educators that conventional images of knowledge as being static and abstract in nature need to be rethought so that it not only takes into account verbal and written languages and text but also recognizes the necessary ways in which children's knowledge is embodied in and expressed through their bodies.;;;;;;;;;;;;;;;;;;;1571-0068;1573-1774;;;;FEB;2011;9;1;;;;;207;238;;10.1007/s10763-010-9240-5;http://dx.doi.org/10.1007/s10763-010-9240-5;;;;;;;;;;;;;WOS:000292149900010;View Full Record in Web of Science
J;"Buff, A; Reusser, K; Rakoczy, K; Pauli, C";;;;"Buff, Alex; Reusser, Kurt; Rakoczy, Katrin; Pauli, Christine";;;Activating positive affective experiences in the classroom: Nice to have or something more?;LEARNING AND INSTRUCTION;;;;;;;;;;;;This study investigated students' activating positive affective experiences in mathematics lessons, their antecedents, their cognitive and motivational consequences, as well as their effect on achievement. The participants were 682 Grade 8 and 9 students from 37 classes from Germany and Switzerland who participated in a video study of lessons on the Pythagorean theorem. Control and value beliefs as well as autonomy support proved to be relevant predictors of positive affective experiences. Moreover, positive affective experiences were associated with more cognitive activity during the lessons, which for its part predicted achievement in the posttest. In a follow-up test, there was also an indirect effect of positive affective experiences on achievement, mediated by cognitive activity and expectancy of success. (C) 2010 Elsevier Ltd. All rights reserved.;;;;;;;;;;;;;;;;;;;0959-4752;1873-3263;;;;JUN;2011;21;3;;;;;452;466;;10.1016/j.learninstruc.2010.07.008;http://dx.doi.org/10.1016/j.learninstruc.2010.07.008;;;;;;;;;;;;;WOS:000288584900013;View Full Record in Web of Science
J;"Gialouri, E; Uzunoglou, N; Gargalakos, M; Sotiriou, S; Bogner, FX";;;;"Gialouri, Elpida; Uzunoglou, Nikolaos; Gargalakos, Michael; Sotiriou, Sofoklis; Bogner, Franz X.";;;Teaching Real-Life Science in the Lab of Tomorrow;ADVANCED SCIENCE LETTERS;;;;;;;;;;;;Numerous studies on science teaching have shown that we should revise the way that science is taught in our schools, and promote pedagogical practices based on inquiry-based methods. Inquiry-based science education has proved its efficiency at both primary and secondary levels in increasing students' interest and attainments while at the same time stimulating teacher motivation. This paper presents an innovative way to introduce inquiry based methods in the science classroom using advanced technological applications. The Lab of Tomorrow system consists of a series of tiny, programmable devices that are embedded in clothing, footballs and other items. The system monitors the wearer's running pace, body temperature, heartbeat rate or the acceleration of a ball. This practical information can be translated into examples of science theory, raising interest and motivation among students, and improving the learning process. In this way student everyday activities are becoming a subject of experimentation. They personally experience the procedures involved in an authentic research project and thereby gain a far better understanding of science. This paper describes the systematic procedure that was adapted to monitor students' and teachers' activities while using the Lab of Tomorrow system. Four hundred students from 18 schools in Greece, Germany, Austria and Italy were involved in the study for a period of 8 months (one school year) during their science lessons. Quantitative and qualitative data were collected and analyzed in detail. The analysis of the findings demonstrates that there is significant improvement of the learning outcomes for the students in all cases in both physics and mathematics. Additionally, the outcomes of the extended lesson video study demonstrate that the Lab of Tomorrow system offers a great opportunity for teachers to adopt inquiry based methods in their lessons, and to implement teaching strategies for facilitating learning about scientific inquiry, developing the abilities of inquiry, and understanding scientific concepts and principles.;;;;;;Sotiriou, Sofoklis/0000-0001-8909-5963;;;;;;;;;;;;;1936-6612;;;;;NOV-DEC;2011;4;11-12;;;;;3317;3323;;10.1166/asl.2011.2041;http://dx.doi.org/10.1166/asl.2011.2041;;;;;;;;;;;;;WOS:000302390200005;View Full Record in Web of Science
